semana,fecha_inicio_semana,trimestre,programa,genero,canal,horario,franja_horaria,temporada,episodio,rating,share_pct,audiencia_millones,rating_azteca,rating_canal5,demo_18_34_pct,demo_35_54_pct,demo_55plus_pct
35,2024-08-26,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,9,7.21,42.71,10.03,6.05,1.91,29.5,36.7,33.8
35,2024-08-26,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,9,2.35,42.1,3.5,1.65,1.17,29.0,28.3,42.7
35,2024-08-26,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,9,4.67,58.41,6.3,1.38,0.96,34.5,38.6,26.9
35,2024-08-26,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,9,5.82,38.56,7.43,6.18,2.44,29.2,39.5,31.3
35,2024-08-26,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,9,5.47,36.02,7.41,6.26,1.91,40.0,37.7,22.3
35,2024-08-26,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,9,4.52,47.54,6.3,2.88,1.3,33.7,32.4,33.9
36,2024-09-02,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,10,7.68,43.1,10.11,5.07,2.2,21.5,26.2,52.3
36,2024-09-02,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,10,5.33,49.99,7.58,3.84,1.66,21.3,29.1,49.6
36,2024-09-02,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,10,4.01,28.28,5.44,5.16,2.05,27.6,34.0,38.4
36,2024-09-02,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,10,6.79,38.41,9.1,5.85,2.21,29.1,34.1,36.8
36,2024-09-02,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,10,7.06,39.87,9.28,5.88,1.95,35.9,26.7,37.4
36,2024-09-02,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,10,1.63,33.79,2.19,1.33,0.66,28.6,38.3,33.1
36,2024-09-02,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,10,4.65,57.35,5.68,1.8,0.82,26.8,31.8,41.4
36,2024-09-02,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,10,5.88,37.87,7.64,5.93,2.37,34.6,29.7,35.7
36,2024-09-02,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,10,5.34,35.14,7.14,6.07,2.14,33.3,30.6,36.1
36,2024-09-02,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,10,3.92,47.45,4.97,3.23,1.1,33.7,32.1,34.2
37,2024-09-09,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,11,8.48,46.47,11.16,5.19,1.74,36.6,26.4,37.0
37,2024-09-09,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,11,4.44,44.52,6.2,2.57,1.58,34.9,30.6,34.5
37,2024-09-09,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,11,3.13,24.07,4.87,6.16,2.05,31.1,33.8,35.1
37,2024-09-09,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,11,6.78,43.73,8.87,5.72,1.9,33.4,31.2,35.4
37,2024-09-09,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,11,7.52,43.32,10.06,5.54,2.13,37.4,35.8,26.8
37,2024-09-09,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,11,2.31,43.88,3.68,1.46,0.8,32.0,30.3,37.7
37,2024-09-09,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,11,4.94,57.73,7.05,1.61,0.68,23.1,32.2,44.7
37,2024-09-09,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,11,5.99,39.36,8.13,5.79,2.06,27.0,33.3,39.7
37,2024-09-09,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,11,5.46,38.13,7.15,5.84,2.13,35.3,33.6,31.1
37,2024-09-09,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,11,4.15,44.71,5.26,3.19,1.19,36.9,39.6,23.5
38,2024-09-16,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,12,7.7,41.88,9.92,6.17,2.3,32.2,34.9,32.9
38,2024-09-16,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,12,5.09,45.5,6.77,3.32,1.45,20.6,29.1,50.3
38,2024-09-16,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,12,3.49,25.48,5.03,5.1,2.36,38.4,30.3,31.3
38,2024-09-16,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,12,6.05,36.97,8.62,5.36,2.02,37.4,33.5,29.1
38,2024-09-16,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,12,7.24,42.76,9.65,6.11,2.36,21.4,36.1,42.5
38,2024-09-16,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,12,2.44,43.12,3.21,0.83,0.64,21.8,33.0,45.2
38,2024-09-16,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,12,5.37,55.49,6.76,1.26,0.79,28.4,30.1,41.5
38,2024-09-16,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,12,6.41,40.56,8.82,5.61,2.1,26.2,29.9,43.9
38,2024-09-16,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,12,5.65,36.56,7.45,5.76,2.08,37.7,27.3,35.0
38,2024-09-16,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,12,4.03,47.97,6.08,3.02,1.04,33.5,29.1,37.4
39,2024-09-23,Q3,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,3,13,8.72,47.51,12.24,5.95,2.08,29.7,31.6,38.7
39,2024-09-23,Q3,Hoy,Magazine,Las Estrellas,09:00,Matutino,3,13,5.43,54.06,6.88,2.72,1.43,24.3,32.7,43.0
39,2024-09-23,Q3,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,3,13,4.05,27.06,5.72,6.0,1.74,28.6,29.2,42.2
39,2024-09-23,Q3,Exatlón México,Reality,TUDN,19:30,Prime Time,3,13,6.9,42.32,9.07,5.73,2.01,30.5,29.6,39.9
39,2024-09-23,Q3,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,3,13,6.43,38.73,8.25,5.9,2.51,27.9,34.0,38.1
39,2024-09-23,Q3,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,3,13,1.74,43.78,2.23,1.94,1.19,24.1,39.2,36.7
39,2024-09-23,Q3,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,3,13,4.34,53.66,5.67,1.46,1.33,35.3,29.3,35.4
39,2024-09-23,Q3,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,3,13,5.42,35.32,7.5,6.23,2.12,20.2,36.2,43.6
39,2024-09-23,Q3,Fútbol Total,Deportes,TUDN,21:00,Prime Time,3,13,5.58,36.75,7.64,5.66,2.22,22.6,33.0,44.4
39,2024-09-23,Q3,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,3,13,4.03,46.22,5.43,3.25,1.09,30.0,37.5,32.5
40,2024-09-30,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,1,7.99,43.37,10.42,5.54,1.98,21.4,37.9,40.7
40,2024-09-30,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,1,5.31,55.07,8.42,3.62,1.44,28.7,31.9,39.4
40,2024-09-30,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,1,3.25,24.63,4.6,6.06,2.21,37.2,33.6,29.2
40,2024-09-30,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,1,7.09,42.22,9.51,5.72,2.33,34.2,31.3,34.5
40,2024-09-30,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,1,7.19,46.33,9.97,5.88,2.1,28.1,39.5,32.4
40,2024-09-30,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,1,1.9,31.87,2.94,1.19,0.88,36.0,34.3,29.7
40,2024-09-30,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,1,4.8,63.07,6.23,1.84,0.99,21.8,37.7,40.5
40,2024-09-30,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,1,6.02,37.2,8.33,5.54,2.19,28.7,31.0,40.3
40,2024-09-30,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,1,5.72,35.98,8.2,6.08,2.17,27.9,29.7,42.4
40,2024-09-30,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,1,4.79,51.63,6.11,2.73,0.95,24.4,36.7,38.9
41,2024-10-07,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,2,7.67,44.09,10.04,5.68,1.72,30.2,26.7,43.1
41,2024-10-07,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,2,4.96,47.87,6.37,3.46,1.59,38.1,30.2,31.7
41,2024-10-07,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,2,2.78,22.79,3.45,5.42,2.27,24.7,27.2,48.1
41,2024-10-07,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,2,6.47,40.09,7.93,6.05,1.85,23.5,27.3,49.2
41,2024-10-07,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,2,7.03,41.43,10.03,5.28,1.5,23.5,36.6,39.9
41,2024-10-07,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,2,2.24,33.73,3.52,1.58,0.7,29.3,33.5,37.2
41,2024-10-07,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,2,5.34,63.93,7.4,1.7,1.01,33.6,38.2,28.2
41,2024-10-07,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,2,7.17,41.77,9.48,5.79,1.75,37.3,34.4,28.3
41,2024-10-07,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,2,5.26,35.41,6.89,5.86,1.94,28.8,32.0,39.2
41,2024-10-07,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,2,4.81,51.66,6.49,2.67,1.13,35.9,33.9,30.2
42,2024-10-14,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,3,8.78,48.38,11.59,5.68,1.83,30.1,29.7,40.2
42,2024-10-14,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,3,5.06,49.5,7.18,3.31,1.44,20.8,30.5,48.7
42,2024-10-14,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,3,3.79,28.03,5.27,5.76,2.15,21.5,38.0,40.5
42,2024-10-14,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,3,6.35,42.53,8.52,6.37,2.29,32.3,32.6,35.1
42,2024-10-14,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,3,7.89,43.1,10.69,5.88,1.98,31.6,39.3,29.1
42,2024-10-14,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,3,1.92,33.52,3.07,1.44,0.71,29.0,37.1,33.9
42,2024-10-14,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,3,4.7,55.29,5.77,0.58,0.69,26.4,32.1,41.5
42,2024-10-14,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,3,5.48,36.47,7.34,5.62,2.39,39.2,31.8,29.0
42,2024-10-14,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,3,6.03,37.73,8.39,5.34,2.31,39.6,26.3,34.1
42,2024-10-14,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,3,4.1,45.89,5.11,2.18,1.26,20.8,35.6,43.6
43,2024-10-21,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,4,8.66,48.09,11.34,6.25,1.86,30.5,34.1,35.4
43,2024-10-21,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,4,5.81,54.0,8.1,3.07,1.52,27.5,29.2,43.3
43,2024-10-21,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,4,3.38,25.8,4.58,5.4,2.25,35.5,35.2,29.3
43,2024-10-21,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,4,6.36,39.64,8.19,4.78,2.06,35.8,34.7,29.5
43,2024-10-21,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,4,7.72,43.1,10.41,5.69,2.1,26.6,33.4,40.0
43,2024-10-21,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,4,2.35,44.68,3.62,1.79,0.94,25.7,35.9,38.4
43,2024-10-21,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,4,4.83,57.92,6.79,1.74,0.73,26.7,33.7,39.6
43,2024-10-21,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,4,5.67,36.53,8.27,5.3,1.81,38.3,29.7,32.0
43,2024-10-21,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,4,5.99,37.87,8.16,5.9,2.06,22.6,35.6,41.8
43,2024-10-21,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,4,4.57,55.26,5.84,2.76,0.77,26.2,30.7,43.1
44,2024-10-28,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,5,8.5,44.43,11.48,5.89,1.85,36.3,35.1,28.6
44,2024-10-28,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,5,4.7,47.42,6.22,3.71,1.51,32.9,31.4,35.7
44,2024-10-28,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,5,3.21,24.44,4.53,6.26,2.42,20.4,29.6,50.0
44,2024-10-28,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,5,6.2,39.76,7.87,5.71,2.19,26.8,36.5,36.7
44,2024-10-28,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,5,7.28,42.72,9.7,5.86,1.93,24.5,27.1,48.4
44,2024-10-28,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,5,2.64,49.47,3.64,2.31,0.8,25.9,36.8,37.3
44,2024-10-28,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,5,4.63,58.23,6.18,2.05,0.36,33.2,38.1,28.7
44,2024-10-28,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,5,6.3,40.94,8.4,5.63,2.22,31.9,27.3,40.8
44,2024-10-28,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,5,4.98,33.18,7.53,5.25,2.14,36.6,36.6,26.8
44,2024-10-28,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,5,3.92,45.41,5.3,2.54,1.2,34.4,25.7,39.9
45,2024-11-04,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,6,9.1,48.39,12.57,5.28,1.91,33.5,28.6,37.9
45,2024-11-04,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,6,5.47,47.11,7.53,3.07,1.4,32.2,36.3,31.5
45,2024-11-04,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,6,3.17,23.88,4.63,5.62,2.01,24.7,28.6,46.7
45,2024-11-04,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,6,7.18,42.84,9.67,6.64,2.05,38.1,27.9,34.0
45,2024-11-04,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,6,7.51,44.21,10.44,5.73,1.97,29.2,29.2,41.6
45,2024-11-04,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,6,2.59,38.09,3.26,0.75,1.0,30.1,31.3,38.6
45,2024-11-04,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,6,4.48,53.49,5.26,1.86,0.56,36.3,37.0,26.7
45,2024-11-04,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,6,6.05,38.15,7.79,5.64,2.24,37.5,25.8,36.7
45,2024-11-04,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,6,5.98,37.21,8.86,5.17,2.42,37.5,33.3,29.2
45,2024-11-04,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,6,4.14,50.55,5.06,2.72,1.28,34.2,32.7,33.1
46,2024-11-11,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,7,7.79,42.46,9.94,5.8,1.85,25.7,36.4,37.9
46,2024-11-11,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,7,5.44,48.21,7.18,2.16,1.44,29.0,32.7,38.3
46,2024-11-11,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,7,3.68,26.9,5.46,5.37,2.24,21.8,38.7,39.5
46,2024-11-11,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,7,7.46,45.57,10.2,5.6,2.08,37.7,39.0,23.3
46,2024-11-11,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,7,7.73,44.72,10.17,5.81,1.88,21.1,32.5,46.4
46,2024-11-11,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,7,1.68,30.44,1.81,1.77,0.89,27.7,26.2,46.1
46,2024-11-11,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,7,4.16,56.82,6.09,1.11,0.71,20.6,39.0,40.4
46,2024-11-11,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,7,6.51,38.98,8.69,5.56,2.38,35.8,27.1,37.1
46,2024-11-11,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,7,6.48,38.64,8.78,5.48,1.93,38.3,32.1,29.6
46,2024-11-11,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,7,4.26,47.5,6.31,3.06,0.8,35.2,32.0,32.8
47,2024-11-18,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,8,8.14,46.67,10.84,5.9,2.5,38.1,25.3,36.6
47,2024-11-18,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,8,5.8,50.42,7.76,3.41,1.58,36.7,33.2,30.1
47,2024-11-18,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,8,3.46,24.44,4.76,6.0,2.23,22.2,29.3,48.5
47,2024-11-18,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,8,7.24,41.47,9.53,5.58,1.88,22.4,28.6,49.0
47,2024-11-18,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,8,7.77,43.26,10.67,6.47,2.1,21.3,37.6,41.1
47,2024-11-18,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,8,2.4,44.83,3.09,1.78,0.97,31.9,25.2,42.9
47,2024-11-18,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,8,4.59,56.99,5.59,1.36,0.98,34.4,29.4,36.2
47,2024-11-18,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,8,5.99,37.34,8.11,5.8,1.97,32.3,28.6,39.1
47,2024-11-18,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,8,6.17,38.13,8.53,5.59,1.67,23.7,35.0,41.3
47,2024-11-18,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,8,4.83,53.13,6.18,3.08,1.02,21.4,32.9,45.7
48,2024-11-25,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,9,8.13,44.58,11.25,5.25,2.34,27.8,32.1,40.1
48,2024-11-25,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,9,5.42,50.96,7.37,2.49,1.48,39.6,28.8,31.6
48,2024-11-25,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,9,2.93,24.31,3.35,6.25,1.97,27.1,26.0,46.9
48,2024-11-25,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,9,6.94,42.13,8.69,5.35,2.35,34.7,34.4,30.9
48,2024-11-25,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,9,7.6,44.38,10.32,6.0,2.32,22.7,30.3,47.0
48,2024-11-25,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,9,2.63,44.2,3.02,1.33,0.85,36.3,27.6,36.1
48,2024-11-25,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,9,4.84,61.57,6.67,1.48,0.81,39.6,32.2,28.2
48,2024-11-25,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,9,5.59,36.6,7.18,6.16,2.31,36.2,25.9,37.9
48,2024-11-25,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,9,5.41,36.69,6.7,5.54,2.08,20.7,28.0,51.3
48,2024-11-25,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,9,3.66,47.54,4.54,2.88,1.11,37.7,29.7,32.6
49,2024-12-02,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,10,8.38,45.87,11.09,5.69,2.43,30.3,39.8,29.9
49,2024-12-02,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,10,5.75,54.76,8.09,3.52,1.17,25.1,36.3,38.6
49,2024-12-02,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,10,3.48,24.77,4.25,5.43,2.3,25.7,37.9,36.4
49,2024-12-02,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,10,6.56,39.43,8.99,5.96,1.83,37.3,30.0,32.7
49,2024-12-02,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,10,7.26,41.15,9.71,5.78,1.79,36.0,31.6,32.4
49,2024-12-02,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,10,2.36,38.4,3.16,1.95,0.73,34.9,38.4,26.7
49,2024-12-02,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,10,5.3,63.93,7.15,1.43,0.85,26.8,27.8,45.4
49,2024-12-02,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,10,6.28,39.22,8.81,5.63,1.78,27.3,37.0,35.7
49,2024-12-02,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,10,6.5,38.26,8.26,6.08,2.0,36.0,35.9,28.1
49,2024-12-02,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,10,4.17,47.29,5.54,2.49,0.96,28.6,39.9,31.5
50,2024-12-09,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,11,7.52,44.49,10.13,5.51,2.24,30.9,29.8,39.3
50,2024-12-09,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,11,5.3,50.91,7.25,3.4,1.49,26.6,29.4,44.0
50,2024-12-09,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,11,3.59,26.09,5.04,5.3,2.27,32.1,31.4,36.5
50,2024-12-09,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,11,7.4,44.0,10.01,6.07,2.06,27.0,25.6,47.4
50,2024-12-09,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,11,7.98,42.08,10.46,5.25,2.16,32.3,31.5,36.2
50,2024-12-09,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,11,2.21,39.5,3.56,0.96,0.94,21.5,34.6,43.9
50,2024-12-09,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,11,4.96,53.22,7.49,1.19,0.69,30.3,36.2,33.5
50,2024-12-09,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,11,6.06,38.68,8.16,5.81,1.72,39.1,27.1,33.8
50,2024-12-09,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,11,5.98,38.74,7.88,6.38,1.85,20.7,26.0,53.3
50,2024-12-09,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,11,4.75,52.14,6.3,3.12,1.17,27.2,39.2,33.6
51,2024-12-16,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,12,7.96,43.63,10.61,5.56,1.88,32.1,35.2,32.7
51,2024-12-16,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,12,5.11,42.64,7.4,2.66,1.14,27.4,36.4,36.2
51,2024-12-16,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,12,3.37,25.07,4.77,5.7,2.07,30.6,31.0,38.4
51,2024-12-16,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,12,7.24,42.38,8.89,5.71,1.93,25.0,26.7,48.3
51,2024-12-16,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,12,6.99,38.23,9.58,5.67,2.28,30.0,30.8,39.2
51,2024-12-16,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,12,2.14,36.58,3.13,2.32,0.57,25.2,28.9,45.9
51,2024-12-16,Q4,Noticieros Televisa,Noticias,Las Estrellas,22:30,Late Night,4,12,5.29,63.53,7.36,1.13,0.72,24.3,34.2,41.5
51,2024-12-16,Q4,Me Caigo de Risa,Comedia,Las Estrellas,20:30,Prime Time,4,12,6.32,38.05,8.9,5.3,2.11,24.0,27.0,49.0
51,2024-12-16,Q4,Fútbol Total,Deportes,TUDN,21:00,Prime Time,4,12,5.2,36.18,6.93,5.68,2.59,29.0,38.5,32.5
51,2024-12-16,Q4,Diseñando Tu Amor,Telenovela,Las Estrellas,18:00,Vespertino,4,12,4.64,54.9,6.04,3.21,1.52,39.9,37.2,22.9
52,2024-12-23,Q4,La Rosa de Guadalupe,Drama,Las Estrellas,20:00,Prime Time,4,13,8.14,47.88,11.74,5.96,1.93,33.4,35.6,31.0
52,2024-12-23,Q4,Hoy,Magazine,Las Estrellas,09:00,Matutino,4,13,5.52,57.49,7.45,3.33,1.58,37.8,37.8,24.4
52,2024-12-23,Q4,Netas Divinas,Talk Show,Unicable,21:00,Prime Time,4,13,2.92,22.88,3.57,5.9,1.92,35.9,32.6,31.5
52,2024-12-23,Q4,Exatlón México,Reality,TUDN,19:30,Prime Time,4,13,6.33,40.49,8.81,6.14,2.05,39.7,36.9,23.4
52,2024-12-23,Q4,Vencer el Pasado,Telenovela,Las Estrellas,21:30,Prime Time,4,13,6.94,43.33,9.25,5.78,2.62,35.8,25.4,38.8
52,2024-12-23,Q4,Al Extremo,Entretenimiento,Las Estrellas,23:00,Late Night,4,13,1.87,30.65,2.92,1.61,1.15,29.3,39.7,31.0
